83,306,60000,1,0,0:0:0:0:
45,256,60297,1,0,0:0:0:0:
44,208,60594,1,0,0:0:0:0:
32,146,60891,1,0,0:0:0:0:
44,93,61188,1,0,0:0:0:0:
143,60,61782,5,0,0:0:0:0:
192,45,62079,1,0,0:0:0:0:
234,41,62376,1,0,0:0:0:0:
315,42,62970,1,0,0:0:0:0:
407,89,63564,1,0,0:0:0:0:
432,163,64158,1,0,0:0:0:0:
434,217,64455,1,0,0:0:0:0:
444,273,64752,1,0,0:0:0:0:
329,330,65346,1,0,0:0:0:0:
218,337,65940,1,0,0:0:0:0:
126,287,66534,5,0,0:0:0:0:
87,222,67128,1,0,0:0:0:0:
74,192,67425,1,0,0:0:0:0:
59,148,67722,1,0,0:0:0:0:
139,66,68316,1,0,0:0:0:0:
228,56,68910,1,0,0:0:0:0:
312,72,69504,1,0,0:0:0:0:
348,82,69801,1,0,0:0:0:0:
385,96,70099,1,0,0:0:0:0:
406,121,70396,1,0,0:0:0:0:
434,155,70693,1,0,0:0:0:0:
474,231,71287,5,0,0:0:0:0:
455,276,71584,1,0,0:0:0:0:
429,299,71881,1,0,0:0:0:0:
331,340,72475,1,0,0:0:0:0:
207,342,73069,1,0,0:0:0:0:
112,323,73663,1,0,0:0:0:0:
74,281,73960,1,0,0:0:0:0:
64,250,74257,1,0,0:0:0:0:
59,162,74851,1,0,0:0:0:0:
93,94,75445,1,0,0:0:0:0:
159,49,76039,5,0,0:0:0:0:
274,57,76633,1,0,0:0:0:0:
364,97,77227,1,0,0:0:0:0:
416,161,77821,1,0,0:0:0:0:
413,257,78415,1,0,0:0:0:0:
329,326,79009,1,0,0:0:0:0:
219,346,79306,1,0,0:0:0:0:
160,337,79603,1,0,0:0:0:0:
108,329,80198,1,0,0:0:0:0:
17,258,80792,5,0,0:0:0:0:
17,201,81089,1,0,0:0:0:0:
37,165,81386,1,0,0:0:0:0:
85,89,81980,1,0,0:0:0:0:
166,65,82574,1,0,0:0:0:0:
295,62,83168,1,0,0:0:0:0:
345,83,83465,1,0,0:0:0:0:
396,96,83762,1,0,0:0:0:0:
453,198,84356,1,0,0:0:0:0:
413,311,84950,1,0,0:0:0:0:
362,324,85247,1,0,0:0:0:0:
279,326,85544,5,0,0:0:0:0:
180,309,86138,1,0,0:0:0:0:
85,271,86732,1,0,0:0:0:0:
74,186,87326,1,0,0:0:0:0:
91,113,87920,1,0,0:0:0:0:
148,67,88514,1,0,0:0:0:0:
215,62,88811,1,0,0:0:0:0:
253,55,89108,1,0,0:0:0:0:
310,60,89702,1,0,0:0:0:0:
405,81,90297,5,0,0:0:0:0:
428,122,90594,1,0,0:0:0:0:
455,166,90891,1,0,0:0:0:0:
446,260,91485,1,0,0:0:0:0:
372,322,92079,1,0,0:0:0:0:
265,343,92673,1,0,0:0:0:0:
194,335,92970,1,0,0:0:0:0:
139,324,93267,1,0,0:0:0:0:
61,277,93861,1,0,0:0:0:0:
34,158,94455,1,0,0:0:0:0:
51,106,94752,1,0,0:0:0:0:
71,74,95049,5,0,0:0:0:0:
150,52,95643,1,0,0:0:0:0:
228,56,96237,1,0,0:0:0:0:
308,64,96831,1,0,0:0:0:0:
380,90,97425,1,0,0:0:0:0:
434,143,98019,1,0,0:0:0:0:
454,220,98316,1,0,0:0:0:0:
427,278,98613,1,0,0:0:0:0:
407,315,99207,1,0,0:0:0:0:
303,341,99801,5,0,0:0:0:0:
266,342,100099,1,0,0:0:0:0:
224,340,100396,1,0,0:0:0:0:
134,334,100990,1,0,0:0:0:0:
58,273,101584,1,0,0:0:0:0:
44,215,102178,1,0,0:0:0:0:
47,176,102475,1,0,0:0:0:0:
58,149,102772,1,0,0:0:0:0:
82,97,103366,1,0,0:0:0:0:
129,48,103960,1,0,0:0:0:0:
175,47,104257,1,0,0:0:0:0:
209,43,104554,5,0,0:0:0:0:
296,48,105148,1,0,0:0:0:0:
384,81,105742,1,0,0:0:0:0:
440,121,106336,1,0,0:0:0:0:
459,184,106930,1,0,0:0:0:0:
459,275,107524,1,0,0:0:0:0:
423,294,107821,1,0,0:0:0:0:
387,315,108118,1,0,0:0:0:0:
341,322,108415,1,0,0:0:0:0:
292,329,108712,1,0,0:0:0:0:
181,313,109306,5,0,0:0:0:0:
146,296,109603,1,0,0:0:0:0:
121,285,109900,1,0,0:0:0:0:
82,222,110495,1,0,0:0:0:0:
60,144,111089,1,0,0:0:0:0:
119,57,111683,1,0,0:0:0:0:
162,52,111980,1,0,0:0:0:0:
215,51,112277,1,0,0:0:0:0:
316,60,112871,1,0,0:0:0:0:
396,106,113465,1,0,0:0:0:0:
436,138,114059,5,0,0:0:0:0:
442,214,114653,1,0,0:0:0:0:
437,260,114950,1,0,0:0:0:0:
425,293,115247,1,0,0:0:0:0:
340,337,115841,1,0,0:0:0:0:
232,348,116435,1,0,0:0:0:0:
134,333,117029,1,0,0:0:0:0:
88,309,117326,1,0,0:0:0:0:
55,272,117623,1,0,0:0:0:0:
39,222,117920,1,0,0:0:0:0:
30,184,118217,1,0,0:0:0:0:
58,97,118811,5,0,0:0:0:0:
93,81,119108,1,0,0:0:0:0:
130,64,119405,1,0,0:0:0:0:
221,44,119999,1,0,0:0:0:0:
268,71,120594,1,0,0:0:0:0:
342,86,121188,1,0,0:0:0:0:
364,94,121485,1,0,0:0:0:0:
390,111,121782,1,0,0:0:0:0:
435,155,122376,1,0,0:0:0:0:
455,215,122970,1,0,0:0:0:0:
448,305,123564,5,0,0:0:0:0:
266,335,124455,1,0,0:0:0:0:
150,330,125049,1,0,0:0:0:0:
72,296,125940,1,0,0:0:0:0:
37,192,126831,1,0,0:0:0:0:
48,105,127425,1,0,0:0:0:0:
87,59,128316,5,0,0:0:0:0:
190,58,129207,1,0,0:0:0:0:
274,60,129801,1,0,0:0:0:0:
386,86,130693,1,0,0:0:0:0:
420,255,131881,1,0,0:0:0:0:
331,334,132475,1,0,0:0:0:0:
92,310,133069,5,0,0:0:0:0:
54,218,133960,1,0,0:0:0:0:
82,130,134554,1,0,0:0:0:0:
243,62,135445,1,0,0:0:0:0:
314,62,136336,1,0,0:0:0:0:
391,77,136930,1,0,0:0:0:0:
429,118,137821,5,0,0:0:0:0:
400,199,138712,1,0,0:0:0:0:
335,274,139306,1,0,0:0:0:0:
254,302,140198,1,0,0:0:0:0:
167,299,141386,1,0,0:0:0:0:
55,177,142574,5,0,0:0:0:0:
112,83,143465,1,0,0:0:0:0:
180,58,144059,1,0,0:0:0:0:
294,59,144950,1,0,0:0:0:0:
353,104,145841,1,0,0:0:0:0:
426,169,146435,1,0,0:0:0:0:
356,261,147326,5,0,0:0:0:0:
267,298,148217,1,0,0:0:0:0:
178,295,148811,1,0,0:0:0:0:
108,223,149702,1,0,0:0:0:0:
98,106,150891,1,0,0:0:0:0:
223,51,152079,5,0,0:0:0:0:
332,81,152970,1,0,0:0:0:0:
407,132,153564,1,0,0:0:0:0:
435,205,154455,1,0,0:0:0:0:
370,282,155346,1,0,0:0:0:0:
280,303,155940,1,0,0:0:0:0:
133,281,156831,5,0,0:0:0:0:
53,193,157722,1,0,0:0:0:0:
60,119,158316,1,0,0:0:0:0:
138,49,159207,1,0,0:0:0:0:
243,45,160396,1,0,0:0:0:0:
321,73,161584,5,0,0:0:0:0:
411,140,162178,1,0,0:0:0:0:
415,269,162772,1,0,0:0:0:0:
364,303,163366,1,0,0:0:0:0:
267,308,163960,1,0,0:0:0:0:
158,281,164554,1,0,0:0:0:0:
93,213,164851,1,0,0:0:0:0:
79,170,165148,1,0,0:0:0:0:
85,130,165742,1,0,0:0:0:0:
156,58,166336,5,0,0:0:0:0:
193,58,166633,1,0,0:0:0:0:
239,50,166930,1,0,0:0:0:0:
351,75,167524,1,0,0:0:0:0:
411,98,168118,1,0,0:0:0:0:
456,188,168712,1,0,0:0:0:0:
429,236,169009,1,0,0:0:0:0:
424,287,169306,1,0,0:0:0:0:
308,328,169900,1,0,0:0:0:0:
196,331,170495,1,0,0:0:0:0:
144,302,170792,1,0,0:0:0:0:
94,262,171089,5,0,0:0:0:0:
45,183,171683,1,0,0:0:0:0:
70,89,172277,1,0,0:0:0:0:
171,75,172871,1,0,0:0:0:0:
276,55,173465,1,0,0:0:0:0:
404,71,174059,1,0,0:0:0:0:
462,168,174356,1,0,0:0:0:0:
449,222,174653,1,0,0:0:0:0:
433,267,175247,1,0,0:0:0:0:
284,306,175841,5,0,0:0:0:0:
223,306,176138,1,0,0:0:0:0:
173,308,176435,1,0,0:0:0:0:
64,242,177029,1,0,0:0:0:0:
50,144,177623,1,0,0:0:0:0:
118,59,178217,1,0,0:0:0:0:
166,59,178514,1,0,0:0:0:0:
222,47,178811,1,0,0:0:0:0:
305,52,179405,1,0,0:0:0:0:
401,70,180000,1,0,0:0:0:0:
426,121,180297,1,0,0:0:0:0:
458,170,180594,5,0,0:0:0:0:
394,291,181188,1,0,0:0:0:0:
313,310,181782,1,0,0:0:0:0:
200,319,182376,1,0,0:0:0:0:
104,281,182970,1,0,0:0:0:0:
68,178,183564,1,0,0:0:0:0:
73,124,183861,1,0,0:0:0:0:
91,82,184158,1,0,0:0:0:0:
136,55,184455,1,0,0:0:0:0:
190,47,184752,1,0,0:0:0:0:
314,71,185346,5,0,0:0:0:0:
368,102,185643,1,0,0:0:0:0:
386,115,185940,1,0,0:0:0:0:
440,177,186534,1,0,0:0:0:0:
403,297,187128,1,0,0:0:0:0:
273,322,187722,1,0,0:0:0:0:
224,315,188019,1,0,0:0:0:0:
171,293,188316,1,0,0:0:0:0:
98,244,188910,1,0,0:0:0:0:
62,140,189504,1,0,0:0:0:0:
105,72,190099,5,0,0:0:0:0:
196,42,190693,1,0,0:0:0:0:
273,47,191287,1,0,0:0:0:0:
355,49,191881,1,0,0:0:0:0:
411,89,192475,1,0,0:0:0:0:
455,217,193069,1,0,0:0:0:0:
448,262,193366,1,0,0:0:0:0:
410,296,193663,1,0,0:0:0:0:
380,318,193960,1,0,0:0:0:0:
345,341,194257,1,0,0:0:0:0:
255,340,194851,5,0,0:0:0:0:
225,335,195148,1,0,0:0:0:0:
200,320,195445,1,0,0:0:0:0:
120,259,196039,1,0,0:0:0:0:
83,163,196633,1,0,0:0:0:0:
139,81,197227,1,0,0:0:0:0:
174,68,197524,1,0,0:0:0:0:
203,58,197821,1,0,0:0:0:0:
327,60,198415,1,0,0:0:0:0:
388,81,199009,1,0,0:0:0:0:
463,165,199603,5,0,0:0:0:0:
409,285,200198,1,0,0:0:0:0:
304,329,200792,1,0,0:0:0:0:
186,304,201386,1,0,0:0:0:0:
79,269,201980,1,0,0:0:0:0:
59,178,202574,1,0,0:0:0:0:
62,153,202871,1,0,0:0:0:0:
74,122,203168,1,0,0:0:0:0:
93,80,203465,1,0,0:0:0:0:
127,55,203762,1,0,0:0:0:0:
249,36,204356,5,0,0:0:0:0:
313,63,204653,1,0,0:0:0:0:
373,85,204950,1,0,0:0:0:0:
452,261,205544,1,0,0:0:0:0:
386,312,206138,1,0,0:0:0:0:
291,334,206732,1,0,0:0:0:0:
236,333,207029,1,0,0:0:0:0:
177,309,207326,1,0,0:0:0:0:
135,284,207623,1,0,0:0:0:0:
94,261,207920,1,0,0:0:0:0:
77,167,208514,1,0,0:0:0:0:
142,75,209108,5,0,0:0:0:0:
237,52,209702,1,0,0:0:0:0:
329,60,210297,1,0,0:0:0:0:
426,104,210891,1,0,0:0:0:0:
467,203,211485,1,0,0:0:0:0:
414,315,212079,1,0,0:0:0:0:
373,323,212376,1,0,0:0:0:0:
345,336,212673,1,0,0:0:0:0:
296,336,212970,1,0,0:0:0:0:
239,333,213267,1,0,0:0:0:0:
104,272,213861,5,0,0:0:0:0:
87,226,214158,1,0,0:0:0:0:
94,189,214455,1,0,0:0:0:0:
98,114,215049,1,0,0:0:0:0:
157,64,215643,1,0,0:0:0:0:
250,47,216237,1,0,0:0:0:0:
299,63,216534,1,0,0:0:0:0:
353,63,216831,1,0,0:0:0:0:
403,104,217425,1,0,0:0:0:0:
437,210,218019,1,0,0:0:0:0:
352,304,218613,5,0,0:0:0:0:
241,321,219207,1,0,0:0:0:0:
134,294,219801,1,0,0:0:0:0:
76,231,220396,1,0,0:0:0:0:
88,131,220990,1,0,0:0:0:0:
163,62,221584,1,0,0:0:0:0:
246,39,221881,1,0,0:0:0:0:
298,44,222178,1,0,0:0:0:0:
354,44,222772,1,0,0:0:0:0:
429,102,223366,5,0,0:0:0:0:
466,159,223663,1,0,0:0:0:0:
465,217,223960,1,0,0:0:0:0:
368,319,224554,1,0,0:0:0:0:
273,204,225148,1,0,0:0:0:0:
204,298,225742,1,0,0:0:0:0:
157,284,226039,1,0,0:0:0:0:
100,262,226336,1,0,0:0:0:0:
49,160,226930,1,0,0:0:0:0:
140,73,227524,1,0,0:0:0:0:
193,52,227821,1,0,0:0:0:0:
242,40,228118,5,0,0:0:0:0:
338,60,228712,1,0,0:0:0:0:
438,121,229306,1,0,0:0:0:0:
470,225,229900,1,0,0:0:0:0:
417,300,230495,1,0,0:0:0:0:
292,328,231089,1,0,0:0:0:0:
172,293,231386,1,0,0:0:0:0:
125,258,231683,1,0,0:0:0:0:
82,226,232277,1,0,0:0:0:0:
97,105,232871,5,0,0:0:0:0:
202,64,233465,1,0,0:0:0:0:
296,54,234059,1,0,0:0:0:0:
401,111,234653,1,0,0:0:0:0:
443,177,235247,1,0,0:0:0:0:
448,270,235841,1,0,0:0:0:0:
309,319,236435,1,0,0:0:0:0:
170,292,237029,1,0,0:0:0:0:
127,242,237326,1,0,0:0:0:0:
94,187,237623,5,0,0:0:0:0:
132,77,238217,1,0,0:0:0:0:
237,51,238811,1,0,0:0:0:0:
339,49,239405,1,0,0:0:0:0:
424,73,240000,1,0,0:0:0:0:
445,161,240594,1,0,0:0:0:0:
420,281,241188,1,0,0:0:0:0:
349,321,241782,1,0,0:0:0:0:
136,296,242376,5,0,0:0:0:0:
71,223,242970,1,0,0:0:0:0:
84,142,243564,1,0,0:0:0:0:
140,79,244158,1,0,0:0:0:0:
219,56,244752,1,0,0:0:0:0:
337,56,245346,1,0,0:0:0:0:
433,93,245940,1,0,0:0:0:0:
475,176,246534,1,0,0:0:0:0:
474,223,246831,1,0,0:0:0:0:
470,277,247128,5,0,0:0:0:0:
387,329,247722,1,0,0:0:0:0:
259,300,248316,1,0,0:0:0:0:
127,283,248910,1,0,0:0:0:0:
50,206,249504,1,0,0:0:0:0:
85,105,250099,1,0,0:0:0:0:
186,58,250693,1,0,0:0:0:0:
307,40,251287,1,0,0:0:0:0:
434,86,251881,5,0,0:0:0:0:
475,202,252475,1,0,0:0:0:0:
428,297,253069,1,0,0:0:0:0:
290,340,253663,1,0,0:0:0:0:
177,265,254257,1,0,0:0:0:0:
90,122,254851,1,0,0:0:0:0:
199,74,255742,1,0,0:0:0:0:
325,95,256930,1,0,0:0:0:0:
359,220,259009,1,0,0:0:0:0:
